dataset	method	trial	ml	score	time
seg	lex_size	1	DecisionTreeClassifier	0.957575757576	28.613149881362915
seg	lex_size	3	DecisionTreeClassifier	0.95974025974	29.01546001434326
uball5d	control	8	DecisionTreeRegressor	0.818947008998	79.49660158157349
seg	control	5	DecisionTreeClassifier	0.955411255411	30.329387664794922
seg	control	4	DecisionTreeClassifier	0.964502164502	30.31304621696472
seg	control	1	DecisionTreeClassifier	0.963203463203	31.117728233337402
seg	control	6	DecisionTreeClassifier	0.956277056277	31.84489130973816
seg	control	3	DecisionTreeClassifier	0.964502164502	32.304195165634155
seg	control	9	DecisionTreeClassifier	0.959307359307	28.31991171836853
seg	control	8	DecisionTreeClassifier	0.958441558442	28.415860891342163
seg	control	7	DecisionTreeClassifier	0.958008658009	31.873753786087036
uball5d	lex_size	5	DecisionTreeRegressor	0.857854508997	110.15466594696045
uball5d	lex_size	0	DecisionTreeRegressor	0.865980335692	110.74240493774414
uball5d	lex_size	1	DecisionTreeRegressor	0.854659149474	111.92245554924011
uball5d	lex_size	8	DecisionTreeRegressor	0.861003255299	109.52473616600037
uball5d	control	6	DecisionTreeRegressor	0.828134665436	110.1415946483612
uball5d	lex_size	7	DecisionTreeRegressor	0.864195825525	110.30018472671509
uball5d	control	7	DecisionTreeRegressor	0.838965575753	111.42352175712585
uball5d	lex_size	6	DecisionTreeRegressor	0.852638888418	112.21003437042236
uball5d	control	5	DecisionTreeRegressor	0.824311357858	112.28752660751343
uball5d	lex_size	2	DecisionTreeRegressor	0.861640675218	120.5358395576477
uball5d	lex_size	4	DecisionTreeRegressor	0.861310097069	121.60990619659424
uball5d	lex_size	3	DecisionTreeRegressor	0.86940428971	121.95246148109436
uball5d	control	0	DecisionTreeRegressor	0.804308678338	117.89702558517456
housing	lex_size	1	LassoLarsCV	0.187835067131	128.15533638000488
housing	lex_size	2	LassoLarsCV	0.148341553043	128.51126217842102
housing	lex_size	0	LassoLarsCV	0.195165720725	128.87005352973938
housing	lex_size	4	LassoLarsCV	0.385900979334	129.54029297828674
housing	lex_size	3	LassoLarsCV	0.124966508661	129.36424446105957
uball5d	control	4	DecisionTreeRegressor	0.833990593806	120.19107365608215
housing	lex_size	8	LassoLarsCV	0.258694499633	124.63472294807434
uball5d	lex_size	9	DecisionTreeRegressor	0.859413884373	120.49260640144348
housing	lex_size	7	LassoLarsCV	0.356848511491	125.74206686019897
housing	control	0	LassoLarsCV	0.38943927595	126.10880613327026
housing	control	8	LassoLarsCV	0.327064044069	126.2684576511383
housing	control	7	LassoLarsCV	-1.70501894414	126.93459892272949
uball5d	control	9	DecisionTreeRegressor	0.834220326229	122.47826218605042
housing	control	3	LassoLarsCV	0.227193795152	127.93308782577515
housing	lex_size	6	LassoLarsCV	0.435765290535	127.92707109451294
housing	lex_size	9	LassoLarsCV	0.258278434816	128.97188711166382
housing	lex_size	5	LassoLarsCV	0.132616859012	128.92923760414124
uball5d	control	3	DecisionTreeRegressor	0.792137196563	125.07043170928955
uball5d	control	1	DecisionTreeRegressor	0.825741245703	125.93934488296509
housing	control	1	LassoLarsCV	0.319467543379	134.06929302215576
housing	control	5	LassoLarsCV	0.440582063392	136.05036306381226
housing	control	4	LassoLarsCV	0.396824202587	136.21753478050232
housing	control	9	LassoLarsCV	0.298191510327	139.75623559951782
housing	control	2	LassoLarsCV	0.437029051184	141.1661341190338
uball5d	control	2	DecisionTreeRegressor	0.826821968454	136.63353490829468
housing	control	6	LassoLarsCV	0.315100497648	143.6807701587677
wav	control	0	DecisionTreeClassifier	0.744800739732	79.06265044212341
wav	lex_size	7	DecisionTreeClassifier	0.746000139708	83.30101561546326
wav	control	1	DecisionTreeClassifier	0.730800898644	85.85949897766113
wav	lex_size	5	DecisionTreeClassifier	0.734800458876	86.84496879577637
wav	lex_size	3	DecisionTreeClassifier	0.738396978467	86.9874575138092
wav	lex_size	0	DecisionTreeClassifier	0.735798338532	87.25554323196411
wav	control	5	DecisionTreeClassifier	0.737404499892	87.92131972312927
wav	control	7	DecisionTreeClassifier	0.733800418788	87.90957951545715
wav	control	3	DecisionTreeClassifier	0.736798018548	88.21302366256714
wav	control	8	DecisionTreeClassifier	0.740000139228	89.38578963279724
wav	lex_size	6	DecisionTreeClassifier	0.741400219356	89.64350986480713
wav	control	2	DecisionTreeClassifier	0.734201779092	90.15288972854614
wav	lex_size	1	DecisionTreeClassifier	0.732002339028	90.34864377975464
wav	lex_size	4	DecisionTreeClassifier	0.734797218227	90.67030501365662
wav	lex_size	8	DecisionTreeClassifier	0.739199579052	90.68369269371033
wav	control	4	DecisionTreeClassifier	0.732800258676	91.22632932662964
