dataset	method	trial	ml	score	time
concrete	control	0	LassoLarsCV	-9.72456850347	35.6428496837616
enc	weight_parents	16	LassoLarsCV	0.875342480091	32.96151328086853
concrete	weight_parents	18	LassoLarsCV	0.613776909689	35.85517716407776
enc	control	18	LassoLarsCV	0.878483460755	32.34794068336487
concrete	control	5	LassoLarsCV	0.612597619183	36.37212538719177
enc	control	16	LassoLarsCV	0.826032205372	32.674489974975586
concrete	control	2	LassoLarsCV	0.677764174149	36.45270490646362
housing	weight_parents	5	LassoLarsCV	-1.28638854492	22.581272840499878
housing	weight_parents	9	LassoLarsCV	0.30064277487	23.72629404067993
housing	control	10	LassoLarsCV	0.354348363148	20.566465139389038
housing	weight_parents	4	LassoLarsCV	0.196656370927	26.899024724960327
housing	weight_parents	14	LassoLarsCV	0.373030480078	21.37961983680725
housing	weight_parents	12	LassoLarsCV	-0.0994297242509	21.67586350440979
housing	weight_parents	1	LassoLarsCV	0.396996264865	26.08261799812317
housing	weight_parents	19	LassoLarsCV	0.437784854165	22.418648719787598
housing	control	6	LassoLarsCV	0.41215103502	22.8947114944458
housing	weight_parents	11	LassoLarsCV	0.310995105111	23.12102437019348
housing	control	0	LassoLarsCV	0.211124090524	23.96652317047119
housing	weight_parents	8	LassoLarsCV	0.383943097617	27.657918453216553
housing	weight_parents	3	LassoLarsCV	0.326763852752	28.046255588531494
housing	control	7	LassoLarsCV	0.260647778281	24.609739542007446
housing	weight_parents	16	LassoLarsCV	-0.0640917277797	24.66421937942505
housing	weight_parents	10	LassoLarsCV	0.275567964118	24.853503227233887
housing	weight_parents	7	LassoLarsCV	0.191187899515	30.67480492591858
housing	weight_parents	18	LassoLarsCV	0.245826160122	25.099034309387207
housing	control	4	LassoLarsCV	0.368046126682	25.30901598930359
housing	control	5	LassoLarsCV	-7.12274975478	26.206485509872437
housing	weight_parents	13	LassoLarsCV	0.288125595087	25.565561056137085
housing	weight_parents	0	LassoLarsCV	0.22653612917	30.108307123184204
housing	weight_parents	17	LassoLarsCV	0.22890417432	26.151655197143555
housing	weight_parents	2	LassoLarsCV	0.284378109479	30.370096921920776
housing	control	11	LassoLarsCV	-0.993487840961	22.36142349243164
housing	weight_parents	15	LassoLarsCV	0.279790894145	28.160319805145264
housing	control	3	LassoLarsCV	0.144325077501	28.48633909225464
housing	control	2	LassoLarsCV	0.194479026887	28.50603938102722
housing	control	14	LassoLarsCV	0.141451779779	24.190093755722046
housing	control	17	LassoLarsCV	0.25664487874	24.343796730041504
housing	control	8	LassoLarsCV	0.289385141039	24.057781457901
housing	control	1	LassoLarsCV	-4.12958327499	29.714653730392456
housing	control	13	LassoLarsCV	0.320969082897	25.16732907295227
yacht	weight_parents	12	DecisionTreeRegressor	0.988305005505	6.588552474975586
yacht	weight_parents	13	DecisionTreeRegressor	0.986858679148	6.778711557388306
housing	control	18	LassoLarsCV	0.389233636312	26.884060621261597
yacht	weight_parents	14	DecisionTreeRegressor	0.987687244132	6.796172618865967
housing	control	16	LassoLarsCV	0.252688181315	27.104165077209473
yacht	weight_parents	1	DecisionTreeRegressor	0.987390263639	7.3576695919036865
housing	control	9	LassoLarsCV	0.0350062691768	32.28912949562073
yacht	weight_parents	5	DecisionTreeRegressor	0.986337772163	7.141764879226685
yacht	weight_parents	2	DecisionTreeRegressor	0.985293506339	7.284039735794067
yacht	weight_parents	7	DecisionTreeRegressor	0.983998368862	7.982269287109375
yacht	weight_parents	4	DecisionTreeRegressor	0.985979848942	7.808284044265747
yacht	weight_parents	0	DecisionTreeRegressor	0.985332097427	7.993591070175171
yacht	weight_parents	8	DecisionTreeRegressor	0.985047071913	8.321590423583984
yacht	weight_parents	15	DecisionTreeRegressor	0.988903379105	8.443300485610962
yacht	weight_parents	10	DecisionTreeRegressor	0.988464597643	8.451539516448975
yacht	weight_parents	9	DecisionTreeRegressor	0.989420072717	8.544306755065918
yacht	weight_parents	11	DecisionTreeRegressor	0.98765960997	8.626500844955444
yacht	weight_parents	6	DecisionTreeRegressor	0.989439654342	8.726487874984741
housing	control	19	LassoLarsCV	0.373269744707	28.94108295440674
yacht	weight_parents	3	DecisionTreeRegressor	0.989844110264	8.750750541687012
housing	control	15	LassoLarsCV	0.412234999765	29.18283176422119
yacht	control	8	DecisionTreeRegressor	0.987163113438	7.330484390258789
yacht	control	16	DecisionTreeRegressor	0.988645474744	6.8084352016448975
yacht	control	13	DecisionTreeRegressor	0.988949689308	7.300727367401123
housing	control	12	LassoLarsCV	0.17410653421	32.4295699596405
yacht	control	2	DecisionTreeRegressor	0.989913250485	6.862168073654175
yacht	control	6	DecisionTreeRegressor	0.985878639837	6.979883193969727
yacht	control	14	DecisionTreeRegressor	0.988852250311	7.645554542541504
yacht	control	15	DecisionTreeRegressor	0.988430247949	7.215890407562256
yacht	control	4	DecisionTreeRegressor	0.989641863373	7.416229963302612
yacht	control	5	DecisionTreeRegressor	0.989807424253	7.418776512145996
yacht	control	0	DecisionTreeRegressor	0.987818544321	7.659134387969971
yacht	control	10	DecisionTreeRegressor	0.987545025736	7.580343723297119
yacht	control	3	DecisionTreeRegressor	0.987939466456	7.888862371444702
yacht	control	11	DecisionTreeRegressor	0.986141600054	7.762842893600464
yacht	weight_parents	19	DecisionTreeRegressor	0.989078936234	8.303775787353516
yacht	weight_parents	17	DecisionTreeRegressor	0.98668347378	8.196386098861694
yacht	weight_parents	16	DecisionTreeRegressor	0.985531884145	8.28705644607544
yacht	control	7	DecisionTreeRegressor	0.988132423316	8.282784461975098
yacht	control	1	DecisionTreeRegressor	0.988876342167	8.541165828704834
yacht	control	9	DecisionTreeRegressor	0.987121637882	8.63696575164795
yacht	control	12	DecisionTreeRegressor	0.986432599637	8.752022504806519
yacht	weight_parents	18	DecisionTreeRegressor	0.986513752412	9.21676516532898
yacht	control	18	DecisionTreeRegressor	0.986798064482	8.337855815887451
yacht	control	17	DecisionTreeRegressor	0.990954084822	8.323452949523926
yacht	control	19	DecisionTreeRegressor	0.986435232805	8.499699354171753
yacht	weight_parents	5	LassoLarsCV	0.908592037247	17.073967218399048
yacht	weight_parents	15	LassoLarsCV	0.882116505956	18.92635726928711
yacht	weight_parents	3	LassoLarsCV	-519.971594075	18.55368208885193
yacht	weight_parents	9	LassoLarsCV	0.920541465687	19.367527961730957
yacht	weight_parents	7	LassoLarsCV	-266029778144.0	18.74649930000305
yacht	weight_parents	11	LassoLarsCV	0.948715751321	19.4595890045166
yacht	weight_parents	2	LassoLarsCV	0.889969046606	19.510896921157837
yacht	weight_parents	4	LassoLarsCV	0.838363644338	19.873040914535522
